id,fdc_id,amount,measure_unit_id,gram_weight
119235,325040,1,1050,19.6
119236,325047,1,1050,17.7
119237,325050,1,1050,20.9
119238,325062,1,1050,21.4
119239,325065,1,1050,18.6
119240,325079,1,1050,21.7
119241,325097,1,1050,21
119242,325098,1,1050,21.7
119243,325103,1,1050,20.5
119244,325109,1,1050,18.2
119245,325110,1,1050,18.5
119246,325120,1,1050,21.2
119247,325123,1,1050,18.8
119248,325134,1,1050,19.2
119249,325135,1,1050,19.4
119250,325140,1,1050,21.9
119251,325142,1,1050,21.2
119252,325149,1,1050,21.6
119253,325165,1,1050,21
119254,325166,1,1050,20.8
119255,325171,1,1050,16.6
119256,325187,1,1050,24.1
119257,325198,1,1050,20.6
119258,325200,1,1000,260
119259,325204,1,1000,263
119260,325205,1,1000,266
119261,325209,1,1000,255
119262,325210,1,1000,261
119263,325220,1,1000,222
119264,325225,1,1000,260
119265,325226,1,1000,261
119266,325237,1,1000,261
119267,325238,1,1000,262
119268,325249,1,1000,263
119269,325253,1,1000,220
119270,325254,1,1000,259
119271,325264,1,1000,270
119272,325265,1,1000,268
119273,325277,1,1000,262
119274,325278,1,1000,261
119275,325287,1,1000,257
119276,325415,1,1000,154
119277,325415,1,1028,147
119278,325415,1,1028,161
119279,325415,1,1028,173
119280,325415,1,1028,225
119281,325415,1,1049,147
119282,325430,1,1000,154
119283,325430,1,1028,147
119284,325430,1,1028,161
119285,325430,1,1028,173
119286,325430,1,1028,225
119287,325430,1,1049,147
119288,325432,1,1000,134
119289,325435,1,1000,125
119290,325440,1,1000,126
119291,325450,1,1000,124
119292,325454,1,1000,133
119293,325461,1,1000,129
119294,325463,1,1000,124
119295,325480,1,1000,135
119296,325484,1,1000,119
119297,325503,1,1000,130
119298,325507,1,1000,121
119299,325524,1,1000,127
119300,325526,1,1033,88
119301,325528,1,1033,55
119302,325534,1,1033,82.4
119303,325536,1,1033,60.4
119304,325542,1,1033,83
119305,325544,1,1033,97.6
119306,325550,1,1033,99.2
119307,325552,1,1033,93.1
119308,325560,1,1033,103
119309,325562,1,1033,69.1
119310,325573,1,1033,93.5
119311,325575,1,1033,86.6
119312,325581,1,1033,92.5
119313,325583,1,1033,76.6
119314,325599,1,1033,103
119315,325601,1,1033,94.2
119316,325610,1,1033,84.4
119317,325625,1,1033,82.3
119318,325627,1,1033,83.5
119319,325643,1,1033,92
119320,325645,1,1033,99.2
119321,325658,1,1033,86.6
119322,325719,1,1050,27.2
119323,325726,1,1050,23
119324,325733,1,1050,25.6
119325,325740,1,1050,29.1
119326,325747,1,1050,27.9
119327,325754,1,1050,26.1
119328,325761,1,1050,27.3
119329,325768,1,1050,31.7
119330,325775,1,1050,26.5
119331,325782,1,1050,28.7
119332,325789,1,1050,32.7
119333,325797,1,1050,23.6
119334,325811,1,1050,23.5
119335,325826,1,1050,26.3
119336,325842,1,1050,26.8
119337,325858,1,1050,31.2
119338,325871,1,1050,27.3
119339,325873,1,1039,452
119340,325882,1,1039,374
119341,325892,1,1033,22.6
119342,325896,1,1033,23.1
119343,325911,1,1039,467
119344,325914,1,1039,458
119345,325930,1,1039,456
119346,325933,1,1039,464
119347,325949,1,1033,38.1
119348,325957,1,1039,454
119349,325971,1,1039,458
119350,325974,1,1039,468
119351,325992,1,1033,27.9
119352,325992,1,1039,450
119353,325994,1,1039,198
119354,325994,1,1050,18
119355,325999,1,1039,195
119356,325999,1,1050,11.3
119357,326000,1,1039,201
119358,326000,1,1050,18.3
119359,326005,1,1039,198
119360,326005,1,1050,17.6
119361,326006,1,1039,193
119362,326006,1,1050,10.9
119363,326011,1,1039,201
119364,326011,1,1050,18.2
119365,326012,1,1039,193
119366,326012,1,1050,10.7
119367,326025,1,1039,227
119368,326025,1,1050,22.8
119369,326026,1,1039,225
119370,326026,1,1050,22.4
119371,326031,1,1039,207
119372,326031,1,1050,18.5
119373,326032,1,1039,195
119374,326032,1,1050,10.8
119375,326053,1,1039,225
119376,326053,1,1050,29.1
119377,326058,1,1039,193
119378,326058,1,1050,10.7
119379,326059,1,1039,196
119380,326059,1,1050,17.8
119381,326077,1,1039,459
119382,326077,1,1050,39.4
119383,326078,1,1039,232
119384,326078,1,1050,19
119385,326083,1,1039,225
119386,326083,1,1050,37.1
119387,326084,1,1039,170
119388,326084,1,1050,21.2
119389,326101,1,1039,169
119390,326101,1,1050,21.2
119391,326102,1,1039,230
119392,326102,1,1050,22.6
119393,326115,1,1039,227
119394,326115,1,1050,22.6
119395,326116,1,1039,226
119396,326116,1,1050,21.7
119397,326135,1,1050,21.9
119398,326135,1,1050,10.9
119399,326137,1,1011,274
119400,326137,1,1010,285
119401,326137,1,1000,122
119402,326138,1,1011,463
119403,326138,1,1010,495
119404,326138,1,1000,115
119405,326142,1,1011,705
119406,326142,1,1010,591
119407,326142,1,1000,89.6
119408,326147,1,1011,329
119409,326147,1,1010,288
119410,326147,1,1000,134
119411,326148,1,1011,284
119412,326148,1,1010,281
119413,326148,1,1000,132
119414,326152,1,1011,336
119415,326152,1,1010,300
119416,326152,1,1000,134
119417,326153,1,1011,481
119418,326153,1,1010,403
119419,326153,1,1000,113
119420,326166,1,1011,461
119421,326166,1,1010,451
119422,326166,1,1000,90.5
119423,326167,1,1011,446
119424,326167,1,1010,432
119425,326167,1,1000,106
119426,326181,1,1011,285
119427,326181,1,1010,240
119428,326182,1,1011,730
119429,326182,1,1010,384
119430,326182,1,1000,141
119431,326196,1,1000,118
119432,326606,1,1000,245
119433,326606,1,1002,5.4
119434,326607,1,1000,242
119435,326607,1,1002,5.7
119436,326608,1,1000,250
119437,326608,1,1002,5.1
119438,326609,1,1000,250
119439,326609,1,1002,5.6
119440,326610,1,1000,253
119441,326610,1,1002,5.7
119442,326611,1,1000,246
119443,326611,1,1002,7
119444,326612,1,1000,250
119445,326612,1,1002,5
119446,326613,1,1000,244
119447,326613,1,1002,5.2
119448,326614,1,1000,251
119449,326614,1,1002,5.9
119450,326615,1,1000,248
119451,326615,1,1002,5.5
119452,326616,1,1000,246
119453,326616,1,1002,5.1
119454,326617,1,1000,251
119455,326617,1,1002,5.5
119456,326637,1,1000,261
119457,326637,1,1002,6.5
119458,326638,1,1000,253
119459,326638,1,1002,6.5
119460,326639,1,1000,260
119461,326639,1,1002,6.2
119462,326640,1,1000,248
119463,326640,1,1002,6.5
119464,326641,1,1000,250
119465,326641,1,1002,5.8
119466,326642,1,1000,257
119467,326642,1,1002,7
119468,326643,1,1000,242
119469,326643,1,1002,5
119470,326644,1,1000,257
119471,326644,1,1002,6
119472,326645,1,1000,252
119473,326645,1,1002,6.6
119474,326646,1,1000,255
119475,326646,1,1002,6.4
119476,326647,1,1000,253
119477,326647,1,1002,6.5
119478,326648,1,1000,252
119479,326648,1,1002,6.1
119480,326670,1,1000,243
119481,326670,1,1002,5.9
119482,326671,1,1000,258
119483,326671,1,1002,6.2
119484,326672,1,1000,239
119485,326672,1,1002,6
119486,326673,1,1000,243
119487,326673,1,1002,5.8
119488,326674,1,1000,249
119489,326674,1,1002,6.8
119490,326675,1,1000,245
119491,326675,1,1002,6.1
119492,326676,1,1000,249
119493,326676,1,1002,6.6
119494,326677,1,1000,242
119495,326677,1,1002,6.6
119496,326678,1,1000,248
119497,326678,1,1002,7
119498,326679,1,1000,246
119499,326679,1,1002,6.4
119500,326698,1,1002,6
119501,326698,1,1000,249
119502,326888,1,1000,149
119503,326888,1,1071,8.4
119504,326905,1,1000,149
119505,326905,1,1071,8.4
119506,327182,1,1000,160
119507,327182,1,1000,156
119508,327182,1,1071,814
119509,327182,1,1060,102
119510,327182,1,1071,552
119511,327182,1,1060,69
119512,327182,1,1071,441
119513,327182,1,1060,55
119514,327182,10,1044,138
119515,327182,1,1049,134
119516,327198,1,1000,160
119517,327198,1,1000,156
119518,327198,1,1071,814
119519,327198,1,1060,102
119520,327198,1,1071,552
119521,327198,1,1060,69
119522,327198,1,1071,441
119523,327198,1,1060,55
119524,327198,10,1044,138
119525,327338,1,1000,143
119526,327338,1,1071,129
119527,327338,1,1071,142
119528,327338,1,1071,156
119529,327338,1,1049,140
119530,327357,1,1000,143
119531,327357,1,1071,129
119532,327357,1,1071,142
119533,327357,1,1071,156
119534,327357,1,1049,140
119535,327487,1,1000,165
119536,327487,1,1071,140
119537,327487,1,1049,154
119538,327501,1,1000,165
119539,327501,1,1071,140
119540,327748,1,1117,597
119541,327761,1,1117,570
119542,327786,1,1117,463
119543,327805,1,1117,695
119544,327923,1,1117,581
119545,327926,1,1050,11.8
119546,327931,1,1050,20.2
119547,327939,1,1050,28.2
119548,327953,1,1050,8.3
119549,327956,1,1050,17.9
119550,327963,1,1050,14.1
119551,327964,1,1050,16.4
119552,327967,1,1000,132
119553,327981,1,1050,9.8
119554,327999,1,1050,10.9
119555,328012,1,1050,22.2
119556,328013,1,1050,19.2
119557,328022,1,1050,12.5
119558,328026,1,1050,18.8
119559,328046,1,1050,22.6
119560,328051,1,1050,12.7
119561,328058,1,1050,10.4
119562,328063,1,1050,10
119563,328073,1,1050,19.8
119564,328076,1,1050,20
119565,328096,1,1050,22.6
119566,328098,1,1050,20.2
119567,328117,1,1050,17.5
119568,328125,1,1050,23
119569,328126,1,1050,10
119570,328131,1,1050,21.1
119571,328136,1,1050,22
119572,328155,1,1050,20.8
119573,328156,1,1050,20.1
119574,328177,1,1050,10.4
119575,328179,1,1050,14.7
119576,328194,1,1050,20.2
119577,328211,1,1000,97.7
119578,328213,1,1000,96.3
119579,328228,1,1000,114
119580,328230,1,1000,96.7
119581,328232,1,1000,108
119582,328249,1,1000,99.6
119583,328251,1,1000,112
119584,328254,1,1000,111
119585,328268,1,1000,112
119586,328270,1,1000,110
119587,328271,1,1000,115
119588,328272,1,1000,120
119589,328287,1,1000,109
119590,328288,1,1000,115
119591,328289,1,1000,103
119592,328306,1,1000,97.3
119593,328309,1,1000,98.1
119594,328310,1,1000,103
119595,328327,1,1000,121
119596,328332,1,1000,95.8
119597,328336,1,1000,96.4
119598,328337,1,1000,91
119599,328341,1,1000,94.5
119600,328345,1,1000,105
119601,328346,1,1000,102
119602,328347,1,1000,102
119603,328348,1,1000,116
119604,328352,1,1000,125
119605,328353,1,1000,120
119606,328355,1,1000,103
119607,328359,1,1000,97.6
119608,328360,1,1000,99.3
119609,328377,1,1000,105
119610,328379,1,1000,104
119611,328381,1,1000,99.2
119612,328395,1,1000,104
119613,328399,1,1000,98.2
119614,328400,1,1000,98.8
119615,328401,1,1000,106
119616,328414,1,1000,94.6
119617,328416,1,1000,97.5
119618,328545,1,1000,244
119619,328637,1,1050,17
119620,328637,1,1000,105
119621,328639,1,1000,219
119622,328640,1,1000,224
119623,328648,1,1000,222
119624,328653,1,1000,232
119625,328655,1,1000,232
119626,328663,1,1000,206
119627,328664,1,1000,204
119628,328680,1,1000,210
119629,328683,1,1000,216
119630,328696,1,1000,220
119631,328699,1,1000,220
119632,328714,1,1000,225
119633,328717,1,1000,222
119634,328722,1,1000,235
119635,328723,1,1000,234
119636,328731,1,1000,212
119637,328732,1,1000,220
119638,328737,1,1000,218
119639,328740,1,1000,214
119640,328753,1,1000,234
119641,328754,1,1000,235
119642,328771,1,1000,212
119643,328772,1,1000,218
119644,328788,1,1000,233
119645,328789,1,1000,229
119646,328796,1,1000,208
119647,328797,1,1000,204
119648,328810,1,1000,221
119649,328813,1,1000,224
119650,328826,1,1000,220
119651,328828,1,1000,200
119652,328841,1,1000,220
119653,328843,1,1000,93.3
119654,328852,1,1000,86.8
119655,328860,1,1000,93.4
119656,328864,1,1000,95.6
119657,328876,1,1000,74.1
119658,328877,1,1000,79.9
119659,328888,1,1000,102
119660,328889,1,1000,90.5
119661,328905,1,1000,92.5
119662,328909,1,1000,91.2
119663,328926,1,1000,85
119664,328930,1,1000,96.1
119665,328949,1,1000,77.9
119666,328954,1,1000,87.9
119667,328968,1,1000,77.3
119668,328977,1,1000,94
119669,328982,1,1000,77.3
119670,329003,1,1000,75.2
119671,329004,1,1000,85.9
119672,329013,1,1000,87.3
119673,329019,1,1000,90.9
119674,329025,1,1000,85
119675,329028,1,1000,95.2
119676,329037,1,1000,77
119677,329059,1,1000,90.7
119678,329063,1,1000,77.9
119679,329076,1,1000,80.8
119680,329083,1,1000,79.8
119681,329099,1,1000,76.7
119682,329104,1,1000,80.4
119683,329121,1,1000,90.4
119684,329127,1,1000,90.7
119685,329370,1,1000,86.2
119686,329407,1,1038,28.4
119687,329407,1,1000,85
119688,329407,1,1001,5
119689,329490,1,1038,28.4
119690,329490,1,1000,85
119691,329490,1,1001,5
119692,329492,1,1038,28.4
119693,329541,1,1000,243
119694,329596,1,1038,28.4
119695,329703,1,1038,28.4
119696,329703,1,1000,67
119697,329703,1,1001,4
119698,329716,1,1038,28.4
119699,329716,1,1000,67
119700,329716,1,1001,4
119701,329720,1,1000,100
119702,329721,1,1000,115
119703,329735,1,1000,95.5
119704,329736,1,1000,94.8
119705,329754,1,1000,82.1
119706,329755,1,1000,104
119707,329769,1,1000,87.7
119708,329770,1,1000,76.9
119709,329786,1,1000,86.6
119710,329787,1,1000,100
119711,329808,1,1000,123
